"id","expname","subject","ip","condnum","choice","submitted","round","event","name","value","time","addvar","adddata"
"4","exp_ml2","180","::1","6","","2019-03-25 16:52:41","1","onload","body","body","29","null","null"
"4","exp_ml2","180","::1","6","","2019-03-25 16:52:41","1","subject","random","0","31","null","null"
"4","exp_ml2","180","::1","6","","2019-03-25 16:52:41","1","order","col","0_1","31","null","null"
"4","exp_ml2","180","::1","6","","2019-03-25 16:52:41","1","order","row","0_1","31","null","null"
"4","exp_ml2","180","::1","6","","2019-03-25 16:52:41","1","events","open_close","0_0","31","null","null"
"4","exp_ml2","180","::1","6","","2019-03-25 16:52:41","1","mouseover","a0","1700 ECU ","6368","null","null"
"4","exp_ml2","180","::1","6","","2019-03-25 16:52:41","1","mouseout","a0","","6384","null","null"
"4","exp_ml2","180","::1","6","","2019-03-25 16:52:41","1","mouseover","b0","Payback + 300%","6418","null","null"
"4","exp_ml2","180","::1","6","","2019-03-25 16:52:41","1","mouseout","b0","","6435","null","null"
"4","exp_ml2","180","::1","6","","2019-03-25 16:52:41","1","mouseover","b1","10% Chance","9066","null","null"
"4","exp_ml2","180","::1","6","","2019-03-25 16:52:41","1","mouseout","b1","","9085","null","null"
"4","exp_ml2","180","::1","6","","2019-03-25 16:52:41","1","mouseover","b0","Payback + 300%","9085","null","null"
"4","exp_ml2","180","::1","6","","2019-03-25 16:52:41","1","mouseout","b0","","9100","null","null"
"4","exp_ml2","180","::1","6","","2019-03-25 16:52:41","1","mouseover","a0","1700 ECU ","9100","null","null"
"4","exp_ml2","180","::1","6","","2019-03-25 16:52:41","1","mouseout","a0","","10050","null","null"
"4","exp_ml2","180","::1","6","","2019-03-25 16:52:41","1","mouseover","a1","Tax (40%): 680 ECU ","10050","null","null"
"4","exp_ml2","180","::1","6","","2019-03-25 16:52:41","1","mouseout","a1","","14167","null","null"
"4","exp_ml2","180","::1","6","","2019-03-25 16:52:41","1","mouseover","a0","1700 ECU ","14183","null","null"
"4","exp_ml2","180","::1","6","","2019-03-25 16:52:41","1","mouseout","a0","","14617","null","null"
"4","exp_ml2","180","::1","6","","2019-03-25 16:52:41","1","mouseover","b0","Payback + 300%","14633","null","null"
"4","exp_ml2","180","::1","6","","2019-03-25 16:52:41","1","mouseout","b0","","16251","null","null"
"4","exp_ml2","180","::1","6","","2019-03-25 16:52:41","1","mouseover","b1","10% Chance","16267","null","null"
"4","exp_ml2","180","::1","6","","2019-03-25 16:52:41","1","mouseout","b1","","21017","null","null"
"4","exp_ml2","180","::1","6","","2019-03-25 16:52:41","1","mouseover","a1","Tax (40%): 680 ECU ","21033","null","null"
"4","exp_ml2","180","::1","6","","2019-03-25 16:52:41","1","mouseout","a1","","23401","null","null"
"4","exp_ml2","180","::1","6","","2019-03-25 16:52:41","1","mouseover","a0","1700 ECU ","23801","null","null"
"4","exp_ml2","180","::1","6","","2019-03-25 16:52:41","1","mouseout","a0","","24317","null","null"
"4","exp_ml2","180","::1","6","","2019-03-25 16:52:41","1","mouseover","b1","10% Chance","24350","null","null"
"4","exp_ml2","180","::1","6","","2019-03-25 16:52:41","1","mouseout","b1","","24468","null","null"
"4","exp_ml2","180","::1","6","","2019-03-25 16:52:41","1","submit","submit","submit","29813","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","onload","body","body","30","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","subject","random","0","32","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","order","col","0_1","32","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","order","row","0_1","33","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","events","open_close","0_0","33","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseover","a1","Tax (40%): 600 ECU ","7732","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseout","a1","","7748","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseover","a1","Tax (40%): 600 ECU ","26299","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseout","a1","","26865","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseover","a0","1500 ECU ","27582","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseout","a0","","28098","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseover","b0","Payback + 300%","28098","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseout","b0","","28849","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseover","b1","30% Chance","28932","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseout","b1","","29681","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseover","a0","1500 ECU ","29948","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseout","a0","","30349","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseover","a1","Tax (40%): 600 ECU ","30349","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseout","a1","","30732","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseover","b1","30% Chance","30732","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseout","b1","","31032","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseover","b0","Payback + 300%","31032","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseout","b0","","31349","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseover","a0","1500 ECU ","31365","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseout","a0","","31964","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseover","b0","Payback + 300%","31982","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseout","b0","","33064","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseover","a0","1500 ECU ","33064","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseout","a0","","33430","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseover","a1","Tax (40%): 600 ECU ","33431","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseout","a1","","34981","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseover","b1","30% Chance","34982","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseout","b1","","35882","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseover","a1","Tax (40%): 600 ECU ","35898","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseout","a1","","39198","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseover","a0","1500 ECU ","39198","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseout","a0","","39816","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseover","b0","Payback + 300%","39816","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseout","b0","","40764","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseover","b1","30% Chance","40764","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseout","b1","","42465","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseover","b0","Payback + 300%","43381","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseout","b0","","44482","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseover","b1","30% Chance","47815","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseout","b1","","48749","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseover","b1","30% Chance","48798","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseout","b1","","48832","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseover","b0","Payback + 300%","48832","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseout","b0","","50315","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseover","a0","1500 ECU ","50364","null","null"
"5","exp_ml2","180","::1","6","","2019-03-25 16:54:00","2","mouseout","a0","","50981","null","null"
