"id","expname","subject","ip","condnum","choice","submitted","round","event","name","value","time","addvar","adddata"
"1","condition_1","586","","","","2021-02-25 11:07:22","1","onload","body","body","59","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","subject","header","0","63","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","order","col","0_1","63","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","order","row","0_1","63","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","events","open_close","0_0","63","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","mouseover","b1","20%","13056","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","mouseout","b1","","13179","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","mouseover","b0","350 ECU","13179","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","mouseout","b0","","13318","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","mouseover","b1","20%","13319","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","mouseout","b1","","13404","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","mouseover","a1","700 ECU","13404","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","mouseout","a1","","13528","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","mouseover","a0","20% = 140 ECU","13542","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","mouseout","a0","","13588","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","mouseover","a1","700 ECU","13588","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","mouseout","a1","","13629","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","mouseover","a1","700 ECU","13685","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","mouseout","a1","","13832","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","mouseover","a0","20% = 140 ECU","13832","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","mouseout","a0","","14228","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","mouseover","a1","700 ECU","14228","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","mouseout","a1","","14473","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","mouseover","b1","20%","14473","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","mouseout","b1","","14743","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","mouseover","b0","350 ECU","14743","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","mouseout","b0","","14968","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","mouseover","b1","20%","14968","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","mouseout","b1","","15028","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","mouseover","a1","700 ECU","15028","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","mouseout","a1","","15170","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","mouseover","b1","20%","15170","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","mouseout","b1","","15182","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","mouseover","b0","350 ECU","15182","",""
"1","condition_1","586","","","","2021-02-25 11:07:22","1","mouseout","b0","","15215","",""
"2","condition_1","586","","","","2021-02-25 11:07:22","1","onload","body","body","41","",""
"2","condition_1","586","","","","2021-02-25 11:07:22","1","subject","header","0","44","",""
"2","condition_1","586","","","","2021-02-25 11:07:22","1","order","col","0_1","44","",""
"2","condition_1","586","","","","2021-02-25 11:07:22","1","order","row","0_1","44","",""
"2","condition_1","586","","","","2021-02-25 11:07:22","1","events","open_close","0_0","44","",""
"3","condition_1","586","","","","2021-02-25 11:07:22","1","onload","body","body","68","",""
"3","condition_1","586","","","","2021-02-25 11:07:22","1","subject","header","0","76","",""
"3","condition_1","586","","","","2021-02-25 11:07:22","1","order","col","0_1","76","",""
