"id","expname","subject","ip","condnum","choice","submitted","round","event","roword","colord","evttype","boxname","boxin","boxtime","counter","addvar","adddata","relcount","maxcount","f_a1","f_a0","f_b0","f_b1","t_a1","t_a0","t_b0","t_b1"
"24","exp_ml1","181","::1","5","","2019-03-26 16:28:04","17","mouseout","0_1","0_1","0_0","a1","1934","417","4","null","null","0.66666666666667","6","1","0","0","0","417","0","0","0"
"24","exp_ml1","181","::1","5","","2019-03-26 16:28:04","17","mouseout","0_1","0_1","0_0","b1","2384","350","5","null","null","0.83333333333333","6","0","0","0","1","0","0","0","350"
"24","exp_ml1","181","::1","5","","2019-03-26 16:28:04","17","mouseout","0_1","0_1","0_0","b0","2734","650","6","null","null","1","6","0","0","1","0","0","0","650","0"
"25","exp_ml1","181","::1","5","","2019-03-26 16:28:37","18","mouseout","0_1","0_1","0_0","b1","11","630","1","null","null","0.125","8","0","0","0","1","0","0","0","630"
"25","exp_ml1","181","::1","5","","2019-03-26 16:28:37","18","mouseout","0_1","0_1","0_0","a1","674","250","2","null","null","0.25","8","1","0","0","0","250","0","0","0"
"25","exp_ml1","181","::1","5","","2019-03-26 16:28:37","18","mouseout","0_1","0_1","0_0","b1","941","566","3","null","null","0.375","8","0","0","0","1","0","0","0","566"
"25","exp_ml1","181","::1","5","","2019-03-26 16:28:37","18","mouseout","0_1","0_1","0_0","b0","1507","384","4","null","null","0.5","8","0","0","1","0","0","0","384","0"
"25","exp_ml1","181","::1","5","","2019-03-26 16:28:37","18","mouseout","0_1","0_1","0_0","a0","1908","316","5","null","null","0.625","8","0","1","0","0","0","316","0","0"
"25","exp_ml1","181","::1","5","","2019-03-26 16:28:37","18","mouseout","0_1","0_1","0_0","b0","2225","2716","6","null","null","0.75","8","0","0","1","0","0","0","2716","0"
"25","exp_ml1","181","::1","5","","2019-03-26 16:28:37","18","mouseout","0_1","0_1","0_0","a0","4974","467","7","null","null","0.875","8","0","1","0","0","0","467","0","0"
"25","exp_ml1","181","::1","5","","2019-03-26 16:28:37","18","mouseout","0_1","0_1","0_0","a1","5441","632","8","null","null","1","8","1","0","0","0","632","0","0","0"
