"id","expname","subject","ip","condnum","choice","submitted","round","event","name","value","time","addvar","adddata"
"4","condition_5","2","::1","5","","2019-04-04 11:24:43","4","onload","body","body","28","null","null"
"4","condition_5","2","::1","5","","2019-04-04 11:24:43","4","subject","cookie","5","30","null","null"
"4","condition_5","2","::1","5","","2019-04-04 11:24:43","4","order","col","0_1","30","null","null"
"4","condition_5","2","::1","5","","2019-04-04 11:24:43","4","order","row","0_1","30","null","null"
"4","condition_5","2","::1","5","","2019-04-04 11:24:43","4","events","open_close","0_0","30","null","null"
"4","condition_5","2","::1","5","","2019-04-04 11:24:43","4","mouseover","b1","2000 ECU","1432","null","null"
"4","condition_5","2","::1","5","","2019-04-04 11:24:43","4","mouseout","b1","","1915","null","null"
"4","condition_5","2","::1","5","","2019-04-04 11:24:43","4","mouseover","b0","Tax (20%): 400 ECU ","1916","null","null"
"4","condition_5","2","::1","5","","2019-04-04 11:24:43","4","mouseout","b0","","2564","null","null"
"4","condition_5","2","::1","5","","2019-04-04 11:24:43","4","mouseover","a0","10% chance","2764","null","null"
"4","condition_5","2","::1","5","","2019-04-04 11:24:43","4","mouseout","a0","","3232","null","null"
"4","condition_5","2","::1","5","","2019-04-04 11:24:43","4","mouseover","a1","Payback + 300%","3232","null","null"
"4","condition_5","2","::1","5","","2019-04-04 11:24:43","4","mouseout","a1","","3715","null","null"
"4","condition_5","2","::1","5","","2019-04-04 11:24:43","4","mouseover","b1","2000 ECU","3716","null","null"
"4","condition_5","2","::1","5","","2019-04-04 11:24:43","4","mouseout","b1","","3732","null","null"
"4","condition_5","2","::1","5","","2019-04-04 11:24:43","4","mouseover","b0","Tax (20%): 400 ECU ","3732","null","null"
"4","condition_5","2","::1","5","","2019-04-04 11:24:43","4","mouseout","b0","","3799","null","null"
"4","condition_5","2","::1","5","","2019-04-04 11:24:43","4","submit","submit","submit","7976","null","null"
