"id","expname","subject","ip","condnum","choice","submitted","round","event","name","value","time","addvar","adddata"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","onload","body","body","40","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","subject","cookie","6","43","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","order","col","0_1","43","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","order","row","0_1","43","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","events","open_close","0_0","43","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","mouseover","b1","10% Chance","1487","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","mouseout","b1","","1554","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","mouseover","a1","Tax (40%): 520 ECU ","1554","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","mouseout","a1","","1654","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","mouseover","b0","Payback + 50%","1687","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","mouseout","b0","","1738","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","mouseover","b1","10% Chance","1788","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","mouseout","b1","","1820","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","mouseover","a1","Tax (40%): 520 ECU ","1837","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","mouseout","a1","","1870","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","mouseover","a0","1300 ECU ","1887","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","mouseout","a0","","2037","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","mouseover","b0","Payback + 50%","2053","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","mouseout","b0","","2588","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","mouseover","a0","1300 ECU ","2589","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","mouseout","a0","","3004","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","mouseover","a1","Tax (40%): 520 ECU ","3004","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","mouseout","a1","","3422","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","mouseover","b1","10% Chance","3438","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","mouseout","b1","","3822","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","mouseover","b0","Payback + 50%","3822","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","mouseout","b0","","5274","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","mouseover","a0","1300 ECU ","5314","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","mouseout","a0","","6265","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","mouseover","a1","Tax (40%): 520 ECU ","6265","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","mouseout","a1","","6983","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","mouseover","b1","10% Chance","6983","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","mouseout","b1","","7483","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","mouseover","b0","Payback + 50%","7483","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","mouseout","b0","","8950","null","null"
"37","condition_6","57","::1","6","","2020-09-15 19:09:06","1","submit","submit","submit","17898","null","null"
